date,QRL-USD,ALGO-USD,CELL-USD,ABEL-USD,XX-USD,IOTA-USD,QNT-USD
2025-01-01,0.6603530049324036,0.37626999616622925,1.0604690313339233,0.005628000013530254,0.04770699888467789,0.31967100501060486,115.52507019042969
2025-01-02,0.7463386006412203,0.3917856478932552,1.0958129975707884,0.005634182053812995,0.05062923775673272,0.3429034980705299,113.13826819133132
2025-01-03,0.7035864355327192,0.4172582678140135,1.1085818874633822,0.005634362923859558,0.04930921187537344,0.35929194320064783,120.2825349765002
2025-01-04,0.6993302182013228,0.4083373140372501,0.9839939117935845,0.0056335434640306615,0.048883135635226144,0.3549886793953103,117.49736221044334
2025-01-05,0.6328659745381848,0.4032647096381204,0.9589192159726107,0.005629729154410834,0.048710930440291414,0.35541328285764195,117.91115452329178
2025-01-06,0.6060028037737238,0.41256235409500747,1.03101527601896,0.005629907757835431,0.047280135984715664,0.37559025235713966,115.47184384541318
2025-01-07,0.5685661597048927,0.3710346598827888,0.8946899275227493,0.005623105459228958,0.04569485509032104,0.33458479623892234,107.05118889265222
2025-01-08,0.552961488795181,0.35626757225771255,0.8764251425421626,0.00562129089095898,0.04536480366787519,0.31571392844994167,104.49084677694363
2025-01-09,0.5378414193792634,0.33879114697778884,0.8687311224052529,0.005617485164385508,0.04409022387769398,0.29946599408241414,101.05325853616769
2025-01-10,0.5351926285046177,0.36939096309980535,0.8444185779006671,0.005616668159252214,0.0398591250440136,0.3167037200456634,102.08161843609813
2025-01-11,0.6033815242115858,0.3729276859500985,0.7921642684156082,0.005611870487027691,0.041067304738576484,0.33000641962044114,105.62374609893196
2025-01-12,0.6084853947116181,0.3559436063564849,0.7752632935681412,0.005607076207811014,0.043115655755541,0.32098312381951083,102.37867584212225
2025-01-13,0.5813920616096828,0.3442446774996265,0.7277414166696198,0.005605267164569989,0.040083050998416775,0.30934198177297234,99.51371796873737
2025-01-14,0.6055854986713478,0.36681622720001855,0.8568771815004357,0.005603458991495954,0.04025857443255434,0.33958599068381834,102.32113125544416
2025-01-15,0.7064048169849407,0.43825505814728344,0.8642848052026023,0.005601650763113647,0.04021589284520216,0.37474485354306036,117.63327738845024
2025-01-16,0.6145467040655926,0.4557157852579372,0.7816684594356043,0.005597858333300277,0.04421265484081393,0.3793063950690117,115.82434865757577
2025-01-17,0.6135696604642796,0.4608447627375878,0.7349974311348714,0.005598035991179855,0.04316807458064599,0.38584720022890545,118.07098822790007
2025-01-18,0.5466569406499074,0.4368483405451427,0.6493242141671104,0.0055873053242388926,0.042811048984856194,0.3551676776794686,111.78602400204323
2025-01-19,0.4960735328070273,0.3880762246876902,0.6083768930386071,0.005584512369873551,0.041455536814517566,0.31403863783793,100.37339296675543
2025-01-20,0.4917044576152906,0.41949046811713403,0.6030556466173411,0.005581720811636331,0.04014723327105202,0.31731693382733783,101.64844975749476
2025-01-21,0.4837358530026132,0.4141743163557542,0.6465134557458517,0.005584870993064205,0.043049168771503755,0.3224140378241402,111.61152383622769
2025-01-22,0.494322829292241,0.395199053930465,0.6202174072237325,0.005581089923491395,0.03993497799090465,0.30924989766948097,108.54779991849546
2025-01-23,0.4933596879178619,0.39962616288688874,0.5957713617531912,0.005580278211669568,0.04007096175471087,0.3074817409708117,103.88648042840025
2025-01-24,0.5030349728921908,0.38949896250534244,0.603551085037823,0.005576499966414164,0.03794666580821686,0.3041789411225751,102.18763542532473
2025-01-25,0.5112369513699815,0.3915827437023741,0.6166910979932231,0.005572724564194136,0.03656229796991435,0.30882296062299824,102.48159028836287
2025-01-26,0.4627000654820239,0.37130771930481105,0.5747544623640831,0.005566975912486955,0.04043149482222845,0.29607682148860487,100.44298778945928
2025-01-27,0.452985817126299,0.3753140559811843,0.5985026433212064,0.0055681414868914,0.04037309912286067,0.28716248509261927,96.26347201467244
2025-01-28,0.45653596644091304,0.35224952384431835,0.5493603574022813,0.005561411719134827,0.04023324445787081,0.264673698007328,92.46579606784768
2025-01-29,0.4517777857394977,0.357358519844654,0.5454332292970024,0.005563562463194082,0.03893930700751364,0.27529561089673854,96.44745548321552
2025-01-30,0.4539048266022123,0.37514447033819753,0.5887055679303312,0.0055607813772919,0.0424915035330696,0.2894032847506095,104.87948232232642
2025-01-31,0.4613703804915205,0.3658881720093813,0.5603720416554047,0.00555504609389865,0.04116344337782773,0.28394859560609914,105.87351149898647
2025-02-01,0.4514007150825375,0.3365339190076525,0.5257897894994821,0.005554238519125007,0.03558296575222424,0.26236831645261727,97.97836955983773
