date,QRL-USD,ALGO-USD,CELL-USD,ABEL-USD,XX-USD,IOTA-USD,QNT-USD
2025-01-01,0.6603530049324036,0.37626999616622925,1.0604690313339233,0.005628000013530254,0.04770699888467789,0.31967100501060486,115.52507019042969
2025-01-02,0.7464630007743835,0.39224299788475037,1.0963610410690308,0.005636999849230051,0.05066300183534622,0.34358999133110046,113.34587860107422
2025-01-03,0.7038210034370422,0.4182330071926117,1.1096910238265991,0.005640000104904175,0.04937500134110451,0.36073198914527893,120.72438049316406
2025-01-04,0.699679970741272,0.4097689986228943,0.9854710102081299,0.0056420001201331615,0.04898099973797798,0.35712501406669617,118.14537811279297
2025-01-05,0.6332880258560181,0.40515100955963135,0.9608389735221863,0.0056409998796880245,0.048840999603271484,0.35826799273490906,118.77901458740234
2025-01-06,0.6065080165863037,0.41497600078582764,1.0335960388183594,0.005644000135362148,0.04743799939751625,0.3793649971485138,116.53520202636719
2025-01-07,0.5691350102424622,0.3736410140991211,0.8973780274391174,0.005640000104904175,0.04587800055742264,0.3386240005493164,108.2352523803711
2025-01-08,0.5536069869995117,0.3591890037059784,0.8794980049133301,0.0056409998796880245,0.045577000826597214,0.3201650083065033,105.8404541015625
2025-01-09,0.5385590195655823,0.34196799993515015,0.8722130060195923,0.005640000104904175,0.04432599991559982,0.30429598689079285,102.54629516601562
2025-01-10,0.5359960198402405,0.3732900023460388,0.8482270240783691,0.0056420001201331615,0.040098998695611954,0.3224560022354126,103.77993774414062
2025-01-11,0.6043879985809326,0.37730398774147034,0.7961350083351135,0.005640000104904175,0.04134200140833855,0.33667299151420593,107.57804107666016
2025-01-12,0.6096019744873047,0.3605409860610962,0.7795389890670776,0.005638000089675188,0.04343299940228462,0.3281230032444,104.46427154541016
2025-01-13,0.5825560092926025,0.34909799695014954,0.7321209907531738,0.005638999864459038,0.04040500149130821,0.3168559968471527,101.72727966308594
2025-01-14,0.6068990230560303,0.3724220097064972,0.8624650239944458,0.005640000104904175,0.04060899838805199,0.34853100776672363,104.78907775878906
2025-01-15,0.7080550193786621,0.44547200202941895,0.870356023311615,0.0056409998796880245,0.04059299826622009,0.38538599014282227,120.69161224365234
2025-01-16,0.6160849928855896,0.46376100182533264,0.7875530123710632,0.005640000104904175,0.04465699940919876,0.390857994556427,119.05371856689453
2025-01-17,0.6152080297470093,0.4695279896259308,0.740900993347168,0.005642999894917011,0.04363099858164787,0.39839398860931396,121.58570098876953
2025-01-18,0.5482079982757568,0.4455989897251129,0.6548669934272766,0.005634999834001064,0.04329900071024895,0.367451012134552,115.32488250732422
2025-01-19,0.4975639879703522,0.39631199836730957,0.61387699842453,0.005634999834001064,0.04195600003004074,0.32554998993873596,103.74097442626953
2025-01-20,0.49326398968696594,0.42889299988746643,0.6088119745254517,0.005634999834001064,0.04065899923443794,0.3296070098876953,105.25159454345703
2025-01-21,0.48535099625587463,0.42395201325416565,0.6530110239982605,0.0056409998796880245,0.04362700134515762,0.3355720043182373,115.77989959716797
2025-01-22,0.4960559904575348,0.4050010144710541,0.6267639994621277,0.005640000104904175,0.040497999638319016,0.32251501083374023,112.80838012695312
2025-01-23,0.49517199397087097,0.4100160002708435,0.6023610234260559,0.0056420001201331615,0.04066300019621849,0.3213129937648773,108.16221618652344
2025-01-24,0.5049669742584229,0.4000920057296753,0.6105319857597351,0.0056409998796880245,0.03853299841284752,0.31849798560142517,106.58868408203125
2025-01-25,0.5132859945297241,0.4027020037174225,0.6241359710693359,0.005640000104904175,0.037151999771595,0.3240079879760742,107.0914535522461
2025-01-26,0.4646320044994354,0.38229700922966003,0.5819839835166931,0.005636999849230051,0.04111099988222122,0.311257004737854,105.15375518798828
2025-01-27,0.45495301485061646,0.3868730068206787,0.6063339710235596,0.0056409998796880245,0.041078999638557434,0.3024899959564209,100.96315002441406
2025-01-28,0.45859500765800476,0.3635219931602478,0.5568270087242126,0.005636999849230051,0.040963999927043915,0.27935901284217834,97.15802764892578
2025-01-29,0.45389100909233093,0.36922499537467957,0.5531229972839355,0.0056420001201331615,0.03967300057411194,0.2911520004272461,101.52770233154297
2025-01-30,0.45610401034355164,0.3880540132522583,0.5973039865493774,0.0056420001201331615,0.043320998549461365,0.3066850006580353,110.6064682006836
2025-01-31,0.46368300914764404,0.3789210021495819,0.5688409805297852,0.005638999864459038,0.04199500009417534,0.30150699615478516,111.85966491699219
2025-02-01,0.4537389874458313,0.3489280045032501,0.5340030193328857,0.0056409998796880245,0.03632599860429764,0.27915000915527344,103.70808410644531
2025-02-02,0.473022997379303,0.30038198828697205,0.4984009861946106,0.005638999864459038,0.03988699987530708,0.23855599761009216,89.16358184814453
2025-02-03,0.4533889889717102,0.31279799342155457,0.4989989995956421,0.005646999925374985,0.04431400075554848,0.2446870058774948,96.40311431884766
2025-02-04,0.4515640139579773,0.2921069860458374,0.41032499074935913,0.0056420001201331615,0.04475900158286095,0.22978399693965912,91.64453887939453
2025-02-05,0.44675201177597046,0.28176501393318176,0.4180600047111511,0.005640000104904175,0.04225799813866615,0.22285999357700348,88.87828063964844
2025-02-06,0.4320870041847229,0.26683199405670166,0.39435499906539917,0.0056420001201331615,0.04019099846482277,0.2094690054655075,84.00640869140625
2025-02-07,0.4386720061302185,0.26962101459503174,0.3736410140991211,0.005644000135362148,0.03682899847626686,0.21689200401306152,87.43292236328125
2025-02-08,0.4068869948387146,0.2760539948940277,0.4008679986000061,0.005644999910145998,0.03715699911117554,0.22602100670337677,86.45674896240234
2025-02-09,0.43428200483322144,0.27566099166870117,0.4243299961090088,0.005644000135362148,0.03761899843811989,0.22193600237369537,87.08931732177734
2025-02-10,0.4483720064163208,0.29000499844551086,0.424809992313385,0.005642999894917011,0.035969000309705734,0.2300029993057251,88.38341522216797
2025-02-11,0.4573659896850586,0.2860729992389679,0.45274800062179565,0.005640000104904175,0.03582900017499924,0.23348599672317505,88.69618225097656
2025-02-12,0.42541900277137756,0.3028160035610199,0.4989430010318756,0.0056420001201331615,0.03731299936771393,0.2473430037498474,92.66229248046875
2025-02-13,0.4246799945831299,0.29330000281333923,0.47263699769973755,0.005642999894917011,0.03489900007843971,0.23738700151443481,91.31720733642578
2025-02-14,0.4196360111236572,0.29660600423812866,0.44787800312042236,0.0056409998796880245,0.036139000207185745,0.2455970048904419,94.98821258544922
2025-02-15,0.4154309928417206,0.2842999994754791,0.4660690128803253,0.005642999894917011,0.035739999264478683,0.23532000184059143,94.68616485595703
2025-02-16,0.4131230115890503,0.27542299032211304,0.4419099986553192,0.0056420001201331615,0.0370820015668869,0.2293660044670105,94.56346130371094
2025-02-17,0.4170989990234375,0.2699410021305084,0.4391480088233948,0.0056409998796880245,0.03676699846982956,0.22643500566482544,97.15626525878906
2025-02-18,0.3990109860897064,0.2570509910583496,0.4056819975376129,0.005638999864459038,0.03279099985957146,0.2172349989414215,95.41534423828125
2025-02-19,0.4128960072994232,0.26139599084854126,0.44742101430892944,0.005640000104904175,0.03398599848151207,0.22430700063705444,98.12583923339844
2025-02-20,0.4004270136356354,0.27094098925590515,0.45767301321029663,0.005642999894917011,0.03278600051999092,0.22917599976062775,98.80840301513672
2025-02-21,0.36500099301338196,0.2634179890155792,0.42537298798561096,0.005638000089675188,0.031004000455141068,0.21775799989700317,94.72321319580078
2025-02-22,0.3525350093841553,0.26629799604415894,0.48111000657081604,0.0056420001201331615,0.032958000898361206,0.22931599617004395,96.28634643554688
2025-02-23,0.3259119987487793,0.25973600149154663,0.5110489726066589,0.005642999894917011,0.03491999953985214,0.2269189953804016,94.99957275390625
2025-02-24,0.3516780138015747,0.2272530049085617,0.4617860019207001,0.005638999864459038,0.0330669991672039,0.19841699302196503,85.22100067138672
2025-02-25,0.3241479992866516,0.23158200085163116,0.488972008228302,0.005634999834001064,0.03248300030827522,0.20041599869728088,100.21795654296875
2025-02-26,0.3719330132007599,0.23531199991703033,0.44425100088119507,0.005634000059217215,0.03339200094342232,0.2053840011358261,102.02175903320312
